recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend
9,5) $500 - $750,620.66,1,1,Urban,0,Phone,No E-Mail,0,0,0.0
9,3) $200 - $350,441.29,0,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
8,5) $500 - $750,1316.75,1,0,Rural,0,Phone,No E-Mail,0,0,0.0
2,"7) $1,000 +",1238.53,1,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
10,1) $0 - $100,1478.25,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
3,"6) $750 - $1,000",689.45,1,1,Rural,1,Multichannel,No E-Mail,1,0,0.0
9,"7) $1,000 +",1446.21,0,0,Urban,1,Multichannel,No E-Mail,0,0,0.0
4,"7) $1,000 +",1044.3,0,0,Urban,0,Web,Mens E-Mail,0,0,0.0
7,"7) $1,000 +",1156.49,1,1,Urban,0,Multichannel,No E-Mail,0,0,0.0
11,3) $200 - $350,390.0,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
7,"7) $1,000 +",801.23,1,1,Rural,1,Multichannel,Womens E-Mail,0,0,0.0
11,3) $200 - $350,1070.88,1,1,Rural,1,Phone,No E-Mail,0,0,0.0
3,"6) $750 - $1,000",1049.21,1,1,Surburban,0,Web,Mens E-Mail,1,0,0.0
11,4) $350 - $500,1465.8,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
6,3) $200 - $350,1431.63,1,0,Rural,1,Web,Mens E-Mail,1,0,0.0
2,2) $100 - $200,647.82,0,1,Rural,0,Multichannel,No E-Mail,0,0,0.0
10,3) $200 - $350,821.64,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
10,5) $500 - $750,166.81,0,0,Urban,0,Multichannel,Mens E-Mail,0,0,0.0
5,"6) $750 - $1,000",1372.43,1,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
9,1) $0 - $100,555.86,1,0,Rural,1,Web,Womens E-Mail,0,0,0.0
6,3) $200 - $350,721.39,1,1,Rural,0,Multichannel,Mens E-Mail,0,0,0.0
5,4) $350 - $500,1423.72,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
5,4) $350 - $500,259.99,0,0,Urban,1,Web,Mens E-Mail,0,0,0.0
2,4) $350 - $500,722.1,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
2,"6) $750 - $1,000",927.68,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
7,5) $500 - $750,670.54,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
2,"7) $1,000 +",1035.45,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
1,3) $200 - $350,1477.16,1,0,Urban,0,Phone,No E-Mail,1,0,0.0
3,5) $500 - $750,299.26,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
6,3) $200 - $350,1023.78,1,0,Rural,0,Phone,No E-Mail,0,0,0.0
6,2) $100 - $200,1224.32,1,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
10,"6) $750 - $1,000",136.73,1,0,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
11,4) $350 - $500,156.03,1,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
11,"7) $1,000 +",986.59,1,1,Rural,0,Multichannel,Mens E-Mail,1,0,0.0
8,"6) $750 - $1,000",228.46,1,0,Rural,1,Multichannel,No E-Mail,0,0,0.0
5,3) $200 - $350,202.14,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
11,1) $0 - $100,90.48,1,1,Urban,0,Web,Mens E-Mail,0,0,0.0
6,"6) $750 - $1,000",530.9,0,1,Rural,1,Multichannel,Mens E-Mail,0,0,0.0
8,"7) $1,000 +",1267.64,1,1,Surburban,0,Multichannel,No E-Mail,1,0,0.0
9,1) $0 - $100,1383.31,1,0,Surburban,0,Multichannel,Womens E-Mail,1,0,0.0
2,"7) $1,000 +",1175.65,1,0,Rural,1,Web,Mens E-Mail,1,0,0.0
1,"7) $1,000 +",795.28,0,0,Urban,0,Web,No E-Mail,0,0,0.0
6,"6) $750 - $1,000",923.45,0,1,Rural,0,Web,Womens E-Mail,0,0,0.0
4,"7) $1,000 +",1000.68,1,1,Urban,1,Phone,Mens E-Mail,1,0,0.0
10,5) $500 - $750,56.5,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
5,3) $200 - $350,172.7,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0
5,2) $100 - $200,955.31,1,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0
9,2) $100 - $200,1030.05,1,0,Rural,0,Multichannel,Womens E-Mail,0,0,0.0
3,"6) $750 - $1,000",1153.54,1,0,Surburban,1,Phone,Mens E-Mail,1,0,0.0
7,"7) $1,000 +",1217.69,1,1,Urban,0,Multichannel,Mens E-Mail,0,0,0.0
2,"7) $1,000 +",1005.37,0,0,Urban,1,Phone,Womens E-Mail,1,0,0.0
9,"6) $750 - $1,000",570.98,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
5,"7) $1,000 +",1251.3,1,1,Rural,1,Multichannel,No E-Mail,0,0,0.0
4,2) $100 - $200,1419.88,0,0,Rural,1,Multichannel,Mens E-Mail,1,0,0.0
7,4) $350 - $500,279.59,0,1,Rural,1,Phone,Mens E-Mail,0,0,0.0
11,1) $0 - $100,786.18,0,1,Surburban,1,Web,Mens E-Mail,1,0,0.0
6,2) $100 - $200,673.87,1,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
9,"6) $750 - $1,000",981.18,0,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
5,3) $200 - $350,1439.75,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
7,2) $100 - $200,270.17,1,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
11,"7) $1,000 +",819.17,0,0,Urban,0,Phone,Mens E-Mail,0,0,0.0
10,"6) $750 - $1,000",1040.8,0,0,Urban,0,Multichannel,Mens E-Mail,1,0,0.0
5,1) $0 - $100,1220.68,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
2,4) $350 - $500,1115.44,1,1,Rural,0,Web,Mens E-Mail,0,0,0.0
6,2) $100 - $200,41.28,0,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
10,5) $500 - $750,1164.97,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.0
5,5) $500 - $750,28.23,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
4,"6) $750 - $1,000",1251.55,1,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0
11,"6) $750 - $1,000",961.22,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
8,5) $500 - $750,64.39,0,1,Rural,1,Phone,Mens E-Mail,0,0,0.0
4,3) $200 - $350,280.99,1,0,Surburban,0,Phone,No E-Mail,1,0,0.0
11,2) $100 - $200,1214.99,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0
11,2) $100 - $200,1372.0,1,1,Urban,0,Phone,Mens E-Mail,1,0,0.0
7,1) $0 - $100,1142.98,0,1,Surburban,1,Multichannel,No E-Mail,1,0,0.0
9,2) $100 - $200,1407.66,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
2,1) $0 - $100,887.57,0,0,Rural,1,Multichannel,No E-Mail,1,0,0.0
6,1) $0 - $100,31.71,1,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
9,"6) $750 - $1,000",977.6,1,1,Rural,0,Web,Mens E-Mail,0,0,0.0
8,2) $100 - $200,486.02,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
7,4) $350 - $500,558.74,0,0,Rural,1,Web,No E-Mail,0,0,0.0
11,"7) $1,000 +",1230.98,1,1,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
5,4) $350 - $500,679.56,0,1,Rural,1,Phone,No E-Mail,0,0,0.0
3,1) $0 - $100,822.05,1,0,Surburban,0,Phone,No E-Mail,1,0,0.0
3,5) $500 - $750,1392.86,0,0,Rural,0,Phone,Mens E-Mail,1,0,0.0
2,"7) $1,000 +",198.03,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0
8,2) $100 - $200,74.27,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
7,"7) $1,000 +",992.25,0,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
10,3) $200 - $350,462.48,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.0
3,5) $500 - $750,964.32,1,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
3,"7) $1,000 +",383.49,0,0,Rural,0,Multichannel,Mens E-Mail,0,0,0.0
6,4) $350 - $500,661.6,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
6,4) $350 - $500,1295.28,0,1,Urban,1,Web,No E-Mail,0,0,0.0
6,4) $350 - $500,970.14,0,0,Rural,0,Phone,Mens E-Mail,0,0,0.0
11,4) $350 - $500,125.7,1,1,Surburban,1,Phone,Womens E-Mail,1,0,0.0
8,3) $200 - $350,1071.34,0,1,Surburban,0,Multichannel,Mens E-Mail,1,0,0.0
5,5) $500 - $750,722.37,1,1,Rural,0,Phone,Mens E-Mail,0,0,0.0
4,5) $500 - $750,433.17,0,0,Rural,0,Web,Mens E-Mail,0,0,0.0
8,"7) $1,000 +",619.33,1,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
3,4) $350 - $500,423.49,1,1,Rural,0,Phone,Mens E-Mail,1,0,0.0
11,2) $100 - $200,607.46,0,1,Rural,0,Phone,No E-Mail,0,0,0.0
6,5) $500 - $750,1152.41,0,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
11,5) $500 - $750,162.37,1,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
3,"7) $1,000 +",1154.76,0,0,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
10,"6) $750 - $1,000",1401.05,0,1,Rural,0,Multichannel,Womens E-Mail,0,0,0.0
11,4) $350 - $500,1312.3,1,1,Urban,0,Multichannel,Mens E-Mail,0,0,0.0
5,5) $500 - $750,275.23,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0.0
3,3) $200 - $350,1388.02,1,0,Urban,0,Phone,No E-Mail,1,0,0.0
8,"6) $750 - $1,000",210.55,0,0,Rural,0,Phone,Mens E-Mail,1,0,0.0
5,4) $350 - $500,1265.07,1,0,Rural,1,Multichannel,Womens E-Mail,0,0,0.0
9,2) $100 - $200,1301.76,1,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
5,1) $0 - $100,1291.51,0,1,Urban,0,Multichannel,Mens E-Mail,1,0,0.0
11,"7) $1,000 +",511.27,1,0,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
1,2) $100 - $200,1376.31,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
1,3) $200 - $350,1281.09,0,1,Rural,0,Multichannel,Womens E-Mail,1,0,0.0
11,3) $200 - $350,1026.57,1,0,Urban,0,Web,No E-Mail,0,0,0.0
5,"6) $750 - $1,000",666.58,0,1,Rural,0,Web,Mens E-Mail,1,0,0.0
10,"7) $1,000 +",1094.33,0,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
7,4) $350 - $500,1445.53,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
9,2) $100 - $200,1317.52,0,0,Rural,1,Phone,Womens E-Mail,0,0,0.0
11,"7) $1,000 +",153.63,1,0,Rural,1,Multichannel,No E-Mail,0,0,0.0
9,"6) $750 - $1,000",1388.84,1,0,Rural,1,Phone,Mens E-Mail,1,0,0.0
11,"6) $750 - $1,000",1318.42,1,1,Rural,1,Web,Womens E-Mail,1,0,0.0
6,4) $350 - $500,1409.02,1,1,Urban,0,Multichannel,Mens E-Mail,0,0,0.0
11,3) $200 - $350,969.83,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
11,5) $500 - $750,370.06,1,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
1,5) $500 - $750,775.01,0,1,Rural,1,Multichannel,Womens E-Mail,0,0,0.0
10,3) $200 - $350,1441.38,0,0,Rural,0,Phone,Womens E-Mail,0,0,0.0
3,"7) $1,000 +",212.14,0,1,Rural,1,Phone,Mens E-Mail,0,0,0.0
2,4) $350 - $500,792.21,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
10,2) $100 - $200,1241.28,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
8,"7) $1,000 +",980.81,1,1,Surburban,1,Web,Mens E-Mail,1,0,0.0
6,3) $200 - $350,1399.6,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0
2,2) $100 - $200,1387.62,0,1,Rural,0,Phone,No E-Mail,1,0,0.0
1,4) $350 - $500,772.57,0,0,Urban,0,Phone,Mens E-Mail,1,0,0.0
6,5) $500 - $750,594.81,1,0,Rural,0,Web,No E-Mail,0,0,0.0
4,1) $0 - $100,694.63,1,0,Urban,0,Web,No E-Mail,0,0,0.0
5,3) $200 - $350,1336.1,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
1,"7) $1,000 +",602.77,1,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
2,3) $200 - $350,692.4,1,1,Urban,0,Web,Womens E-Mail,0,0,0.0
2,5) $500 - $750,823.53,0,1,Urban,1,Web,Womens E-Mail,1,0,0.0
6,1) $0 - $100,909.73,1,0,Urban,0,Multichannel,No E-Mail,1,0,0.0
8,3) $200 - $350,983.05,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
11,2) $100 - $200,614.69,0,0,Surburban,0,Multichannel,Mens E-Mail,1,0,0.0
10,3) $200 - $350,707.42,1,1,Rural,1,Phone,No E-Mail,0,0,0.0
3,1) $0 - $100,755.95,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
4,1) $0 - $100,506.94,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
2,"6) $750 - $1,000",982.7,1,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
4,2) $100 - $200,534.05,0,1,Rural,0,Web,No E-Mail,0,0,0.0
10,5) $500 - $750,656.42,1,1,Surburban,1,Web,Mens E-Mail,1,0,0.0
9,2) $100 - $200,573.14,1,0,Surburban,1,Web,Womens E-Mail,1,0,0.0
8,2) $100 - $200,504.28,1,1,Surburban,1,Multichannel,Womens E-Mail,1,0,0.0
11,2) $100 - $200,1395.47,0,1,Rural,1,Web,Mens E-Mail,0,0,0.0
4,2) $100 - $200,732.7,0,0,Urban,0,Multichannel,Mens E-Mail,0,0,0.0
4,1) $0 - $100,168.13,0,1,Urban,1,Web,No E-Mail,0,0,0.0
3,4) $350 - $500,443.34,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
9,"7) $1,000 +",302.34,0,0,Rural,1,Phone,Mens E-Mail,0,0,0.0
6,5) $500 - $750,1425.42,1,0,Rural,1,Multichannel,No E-Mail,0,0,0.0
3,4) $350 - $500,1157.9,1,1,Rural,1,Web,No E-Mail,0,0,0.0
8,2) $100 - $200,154.79,1,1,Urban,1,Phone,No E-Mail,0,0,0.0
7,3) $200 - $350,223.52,1,1,Rural,0,Web,No E-Mail,0,0,0.0
6,"7) $1,000 +",605.83,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.0
10,3) $200 - $350,1085.33,0,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0
1,4) $350 - $500,809.82,0,0,Surburban,1,Multichannel,No E-Mail,0,0,0.0
2,1) $0 - $100,1066.23,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
10,2) $100 - $200,343.0,0,1,Rural,0,Multichannel,Womens E-Mail,0,0,0.0
4,3) $200 - $350,1069.76,0,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0
5,4) $350 - $500,598.13,1,1,Urban,1,Web,Womens E-Mail,0,0,0.0
5,2) $100 - $200,576.97,1,1,Urban,0,Phone,No E-Mail,0,0,0.0
9,3) $200 - $350,371.94,0,0,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
6,4) $350 - $500,108.47,1,1,Urban,0,Web,Mens E-Mail,0,0,0.0
10,4) $350 - $500,998.65,1,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
1,1) $0 - $100,1426.24,1,1,Surburban,0,Web,Mens E-Mail,1,0,0.0
8,5) $500 - $750,61.52,0,0,Surburban,1,Phone,No E-Mail,0,0,0.0
3,"7) $1,000 +",1034.48,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
11,2) $100 - $200,580.85,1,0,Urban,0,Multichannel,Womens E-Mail,1,0,0.0
2,1) $0 - $100,1257.84,0,0,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
7,"6) $750 - $1,000",1030.45,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
8,2) $100 - $200,737.29,0,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
3,1) $0 - $100,1442.19,0,0,Rural,0,Multichannel,No E-Mail,0,0,0.0
8,1) $0 - $100,608.33,1,0,Urban,0,Web,Mens E-Mail,1,0,0.0
4,"7) $1,000 +",123.53,0,0,Surburban,0,Phone,Womens E-Mail,1,0,0.0
10,4) $350 - $500,577.41,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0
7,5) $500 - $750,1486.23,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
6,"6) $750 - $1,000",745.71,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0
5,5) $500 - $750,1226.89,0,0,Urban,0,Phone,No E-Mail,1,0,0.0
2,"6) $750 - $1,000",255.39,0,0,Urban,0,Web,Womens E-Mail,0,0,0.0
9,"7) $1,000 +",1304.82,1,0,Urban,1,Phone,No E-Mail,1,0,0.0
11,2) $100 - $200,308.79,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0
4,"7) $1,000 +",772.1,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
3,"6) $750 - $1,000",772.76,1,0,Surburban,0,Multichannel,Womens E-Mail,1,0,0.0
9,"6) $750 - $1,000",437.7,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
3,4) $350 - $500,1175.46,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
10,3) $200 - $350,908.7,0,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
8,2) $100 - $200,123.17,0,0,Urban,0,Phone,No E-Mail,0,0,0.0
6,4) $350 - $500,1146.32,1,0,Rural,0,Web,No E-Mail,0,0,0.0
2,1) $0 - $100,951.23,0,0,Rural,0,Web,Mens E-Mail,0,0,0.0
8,4) $350 - $500,627.49,1,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
2,"7) $1,000 +",1422.01,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
4,"7) $1,000 +",871.93,0,0,Rural,0,Phone,Womens E-Mail,0,0,0.0
1,1) $0 - $100,557.62,1,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
4,3) $200 - $350,241.69,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
11,1) $0 - $100,295.28,0,1,Rural,1,Web,Mens E-Mail,1,0,0.0
8,1) $0 - $100,905.59,1,1,Urban,1,Web,Womens E-Mail,0,0,0.0
1,"6) $750 - $1,000",501.7,1,1,Rural,1,Web,No E-Mail,0,0,0.0
2,5) $500 - $750,1295.81,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0
9,5) $500 - $750,77.53,1,0,Surburban,0,Web,Mens E-Mail,1,0,0.0
8,5) $500 - $750,1492.35,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
9,4) $350 - $500,1396.59,1,1,Rural,0,Web,Womens E-Mail,1,0,0.0
11,1) $0 - $100,958.32,0,0,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
10,"7) $1,000 +",665.39,0,1,Surburban,1,Multichannel,Womens E-Mail,1,0,0.0
9,1) $0 - $100,364.1,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0
4,1) $0 - $100,607.57,0,0,Surburban,1,Web,Mens E-Mail,0,0,0.0
11,"7) $1,000 +",756.43,0,0,Surburban,0,Phone,Womens E-Mail,1,0,0.0
4,1) $0 - $100,1384.42,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
11,1) $0 - $100,1031.18,1,1,Rural,0,Phone,Womens E-Mail,1,0,0.0
7,3) $200 - $350,558.35,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
4,2) $100 - $200,416.85,1,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
11,4) $350 - $500,885.78,0,0,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
7,3) $200 - $350,320.45,0,1,Surburban,0,Multichannel,Mens E-Mail,1,0,0.0
2,1) $0 - $100,903.13,0,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0
5,5) $500 - $750,422.56,0,1,Rural,0,Web,Womens E-Mail,0,0,0.0
9,"7) $1,000 +",683.9,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
5,1) $0 - $100,841.47,1,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
8,3) $200 - $350,1271.5,1,1,Rural,1,Phone,Mens E-Mail,0,0,0.0
3,5) $500 - $750,1140.3,1,0,Surburban,1,Multichannel,Mens E-Mail,1,0,0.0
9,4) $350 - $500,427.76,1,0,Surburban,0,Multichannel,Mens E-Mail,1,0,0.0
9,"6) $750 - $1,000",1062.03,0,1,Rural,0,Phone,No E-Mail,0,0,0.0
11,4) $350 - $500,682.37,1,1,Rural,1,Phone,Womens E-Mail,1,0,0.0
6,5) $500 - $750,531.23,1,1,Urban,1,Multichannel,Mens E-Mail,0,0,0.0
7,3) $200 - $350,828.14,0,0,Rural,1,Web,Womens E-Mail,0,0,0.0
6,1) $0 - $100,934.54,0,1,Urban,1,Web,No E-Mail,0,0,0.0
11,"7) $1,000 +",352.06,1,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
4,4) $350 - $500,639.1,0,1,Rural,1,Web,Mens E-Mail,0,0,0.0
3,"6) $750 - $1,000",42.06,1,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0
2,5) $500 - $750,1228.16,1,0,Rural,0,Multichannel,Womens E-Mail,0,0,0.0
3,"7) $1,000 +",723.97,1,1,Rural,1,Web,Mens E-Mail,0,0,0.0
1,2) $100 - $200,858.61,1,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
8,3) $200 - $350,812.18,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
5,5) $500 - $750,1024.82,1,0,Surburban,0,Multichannel,No E-Mail,1,0,0.0
8,3) $200 - $350,818.5,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
7,5) $500 - $750,1305.47,0,0,Surburban,1,Web,Womens E-Mail,1,0,0.0
2,"7) $1,000 +",689.88,1,0,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
8,4) $350 - $500,689.9,1,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
10,"7) $1,000 +",1041.78,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
11,1) $0 - $100,128.08,0,0,Surburban,0,Phone,No E-Mail,0,0,0.0
4,3) $200 - $350,1211.24,0,1,Urban,0,Web,Mens E-Mail,1,0,0.0
4,4) $350 - $500,1091.88,1,1,Rural,0,Multichannel,No E-Mail,0,0,0.0
9,2) $100 - $200,1307.49,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0
2,4) $350 - $500,757.82,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
10,2) $100 - $200,147.94,0,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0
3,"7) $1,000 +",591.74,0,1,Surburban,0,Web,No E-Mail,1,0,0.0
2,3) $200 - $350,1357.12,1,1,Urban,0,Multichannel,No E-Mail,0,0,0.0
7,3) $200 - $350,396.17,1,1,Urban,0,Multichannel,No E-Mail,0,0,0.0
4,3) $200 - $350,759.32,1,0,Rural,0,Multichannel,No E-Mail,0,0,0.0
5,5) $500 - $750,1445.86,1,1,Rural,1,Web,No E-Mail,1,0,0.0
9,5) $500 - $750,547.2,0,0,Urban,0,Web,Mens E-Mail,0,0,0.0
11,5) $500 - $750,739.15,0,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0
10,3) $200 - $350,606.81,0,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0
11,4) $350 - $500,211.58,1,0,Surburban,1,Phone,Womens E-Mail,1,0,0.0
2,"7) $1,000 +",496.95,1,0,Rural,1,Phone,No E-Mail,0,0,0.0
9,1) $0 - $100,432.77,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
1,2) $100 - $200,354.86,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
7,2) $100 - $200,1012.33,0,0,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
11,4) $350 - $500,631.48,0,0,Surburban,0,Multichannel,No E-Mail,1,0,0.0
2,4) $350 - $500,846.79,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
6,5) $500 - $750,592.74,1,0,Urban,0,Web,Womens E-Mail,1,0,0.0
1,3) $200 - $350,1146.3,1,0,Rural,1,Web,Womens E-Mail,1,0,0.0
9,"7) $1,000 +",551.77,0,0,Rural,1,Web,No E-Mail,0,0,0.0
7,5) $500 - $750,540.39,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
8,1) $0 - $100,491.78,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0
6,5) $500 - $750,1089.99,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
11,3) $200 - $350,437.09,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
10,3) $200 - $350,727.21,0,0,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
1,"6) $750 - $1,000",848.36,0,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0
1,5) $500 - $750,1114.03,1,0,Surburban,0,Multichannel,No E-Mail,1,0,0.0
6,5) $500 - $750,1353.04,0,1,Rural,1,Web,No E-Mail,0,0,0.0
10,4) $350 - $500,489.31,1,1,Urban,1,Multichannel,Mens E-Mail,0,0,0.0
11,5) $500 - $750,1115.45,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
2,"6) $750 - $1,000",1113.57,0,1,Rural,1,Web,Mens E-Mail,0,0,0.0
3,"6) $750 - $1,000",94.48,1,0,Rural,0,Phone,No E-Mail,0,0,0.0
8,1) $0 - $100,349.99,0,1,Rural,0,Web,No E-Mail,1,0,0.0
2,"6) $750 - $1,000",1282.98,0,0,Urban,0,Web,Mens E-Mail,0,0,0.0
9,"6) $750 - $1,000",600.57,1,0,Rural,1,Multichannel,Mens E-Mail,0,0,0.0
6,"7) $1,000 +",803.34,0,1,Urban,1,Multichannel,No E-Mail,1,0,0.0
10,3) $200 - $350,226.09,0,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
4,4) $350 - $500,208.96,0,1,Rural,0,Web,Womens E-Mail,0,0,0.0
3,"7) $1,000 +",240.68,1,1,Rural,0,Web,Womens E-Mail,0,0,0.0
11,"6) $750 - $1,000",636.81,1,0,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
1,"6) $750 - $1,000",1439.65,1,1,Rural,0,Multichannel,No E-Mail,0,0,0.0
8,4) $350 - $500,814.82,0,0,Rural,1,Phone,Mens E-Mail,0,0,0.0
11,"6) $750 - $1,000",894.02,1,1,Rural,1,Phone,Mens E-Mail,0,0,0.0
5,"6) $750 - $1,000",653.11,1,1,Surburban,1,Web,No E-Mail,1,0,0.0
6,"7) $1,000 +",1117.48,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
3,"6) $750 - $1,000",95.75,1,1,Rural,0,Web,Womens E-Mail,1,0,0.0
4,4) $350 - $500,684.5,1,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
6,3) $200 - $350,583.45,0,1,Surburban,0,Multichannel,Womens E-Mail,1,0,0.0
2,5) $500 - $750,537.93,0,1,Rural,1,Multichannel,No E-Mail,0,0,0.0
