client_id,gender,age,average_amount,purchase_sum_3m,purchase_count_3m,days_since_first,days_since_last
c_001025,F,62.0,4112.66,22662.24,2,772,43
c_001026,F,23.0,1447.02,49741.32,27,1310,327
c_001027,F,69.0,3080.46,12710.16,35,1764,331
c_001028,U,48.0,4403.63,23160.03,49,1621,52
c_001029,F,19.0,2450.58,17422.32,5,50,156
c_001030,F,38.0,3008.32,30482.86,10,1790,45
c_001031,F,40.0,417.1,11441.54,24,1665,255
c_001032,M,39.0,205.28,29711.51,1,799,110
c_001033,M,39.0,3529.21,12716.72,18,1809,315
c_001034,M,50.0,1529.08,29777.67,9,385,45
c_001035,U,64.0,3810.17,26712.54,43,461,161
c_001036,M,75.0,559.76,1831.1,46,844,135
c_001037,F,58.0,1425.59,2686.44,21,585,364
c_001038,F,59.0,327.48,36069.12,9,1465,330
c_001039,M,72.0,962.04,32576.19,42,1900,346
c_001040,M,46.0,2054.81,26645.2,40,339,286
c_001041,U,62.0,1699.77,34060.0,25,1823,33
c_001042,M,51.0,1741.02,13528.4,44,1619,210
c_001043,F,55.0,1128.6,20186.44,45,1337,185
c_001044,U,32.0,2672.46,14357.79,38,553,237
c_001045,M,37.0,1026.93,17984.93,36,895,81
c_001046,M,23.0,627.88,25450.86,12,148,337
c_001047,M,37.0,3337.84,42384.7,25,768,318
c_001048,F,63.0,172.93,30409.85,8,1201,195
c_001049,F,45.0,135.31,23743.05,46,1048,177
c_001050,F,28.0,1731.71,22819.01,30,1377,328
c_001051,M,,100.9,33647.54,0,835,298
c_001052,F,32.0,1154.69,31014.93,18,1560,39
c_001053,U,40.0,1810.13,39481.01,23,133,340
c_001054,F,76.0,3950.76,15787.57,13,345,309
c_001055,M,46.0,1093.13,48687.09,6,672,352
c_001056,M,74.0,1840.55,20966.15,25,1611,79
c_001057,F,47.0,997.07,44058.7,10,1978,263
c_001058,M,60.0,4952.78,37553.69,15,434,42
c_001059,M,75.0,3108.86,48066.51,41,1046,191
c_001060,M,72.0,383.21,26263.99,18,528,245
c_001061,M,72.0,2652.52,29621.43,35,1572,6
c_001062,M,19.0,1513.02,28180.36,28,504,185
c_001063,F,24.0,715.97,12338.6,22,330,358
c_001064,M,50.0,694.98,3096.48,32,1399,354
c_001065,M,61.0,890.38,44977.38,1,1365,83
c_001066,M,75.0,3428.22,23206.58,39,1919,267
c_001067,M,60.0,2237.44,19020.35,30,897,342
c_001068,M,33.0,3657.04,46656.74,16,626,57
c_001069,M,47.0,4029.54,48677.87,42,1859,340
c_001070,M,19.0,1322.08,45024.05,32,754,66
c_001071,M,43.0,1253.18,30112.54,48,682,67
c_001072,F,,1108.03,22065.11,5,755,46
c_001073,U,78.0,2302.48,3191.92,24,57,257
c_001074,F,21.0,92.34,49815.14,12,225,241
c_001075,M,23.0,2015.83,33442.26,6,1312,285
c_001076,M,40.0,2960.08,7675.45,18,560,319
c_001077,M,76.0,3344.59,5594.51,6,1382,87
c_001078,F,68.0,1773.47,31371.35,22,568,295
c_001079,M,78.0,3961.39,20962.47,36,1451,277
c_001080,F,20.0,3064.9,47106.52,1,775,320
c_001081,M,48.0,363.38,30075.99,48,1699,253
c_001082,M,30.0,1296.77,138.08,35,1904,245
c_001083,M,35.0,4379.92,32351.79,32,96,298
c_001084,F,22.0,803.62,16697.44,40,1401,175
c_001085,M,19.0,308.5,14117.09,32,1025,294
c_001086,M,54.0,1511.12,5692.31,41,852,143
c_001087,F,61.0,1710.56,7335.45,2,937,30
c_001088,M,30.0,713.18,32910.59,23,52,37
c_001089,F,22.0,1388.42,49684.92,46,719,198
c_001090,F,51.0,3152.79,28295.81,24,329,362
c_001091,F,29.0,2639.87,41752.29,25,1363,99
c_001092,M,75.0,1387.03,36725.98,8,896,139
c_001093,M,26.0,4267.67,24660.92,41,1636,351
c_001094,M,53.0,3004.59,49113.19,16,1109,210
c_001095,M,69.0,4003.93,12235.21,23,980,334
c_001096,M,68.0,1444.09,1498.77,34,1887,73
c_001097,F,72.0,1396.4,18392.28,23,622,298
c_001098,F,40.0,2996.47,42832.89,13,940,351
c_001099,F,23.0,587.99,43479.52,0,495,173
c_001100,F,39.0,361.53,5263.45,1,584,35
c_001101,F,63.0,4294.26,10057.73,9,1115,204
c_001102,M,29.0,4660.11,46125.98,5,1123,309
c_001103,F,24.0,3647.83,30313.34,30,1970,233
c_001104,M,59.0,3615.53,25389.38,30,1256,360
c_001105,M,54.0,3528.99,1181.09,24,32,283
c_001106,F,68.0,1054.72,28798.31,5,932,192
c_001107,M,41.0,465.58,30629.95,44,268,307
c_001108,F,36.0,1311.75,30794.32,29,176,349
c_001109,F,51.0,4653.63,7136.55,27,499,173
c_001110,U,61.0,4114.31,48955.28,25,256,271
c_001111,F,62.0,756.46,12853.98,29,453,128
c_001112,F,70.0,2134.64,44354.8,18,1780,54
c_001113,U,38.0,4699.98,20849.19,0,1395,279
c_001114,F,60.0,1691.29,14795.12,30,917,20
c_001115,F,34.0,3224.38,46759.72,5,1816,348
c_001116,M,74.0,2200.74,13430.87,10,1451,156
c_001117,F,57.0,1721.34,41757.36,46,1025,202
c_001118,M,63.0,370.86,20424.91,20,1328,351
c_001119,F,21.0,1236.35,28470.33,38,1400,216
c_001120,M,59.0,3043.3,7977.25,8,872,2
c_001121,F,46.0,4520.79,12646.24,45,318,211
c_001122,F,56.0,2059.01,32380.2,45,1173,4
c_001123,M,73.0,126.44,36347.63,3,783,127
c_001124,U,45.0,1914.83,44265.99,17,1458,145
c_001125,F,,1061.94,23929.79,10,706,63
c_001126,M,29.0,2481.66,15597.24,36,1476,189
c_001127,F,56.0,1500.45,41385.45,17,352,309
c_001128,M,63.0,440.65,37306.2,4,404,246
c_001129,F,18.0,569.46,49118.74,23,899,229
c_001130,M,36.0,3748.33,21336.78,31,1386,221
c_001131,F,67.0,345.31,17320.88,7,1971,190
c_001132,M,29.0,676.31,7996.65,19,196,345
c_001133,M,72.0,2400.62,16229.81,34,278,158
c_001134,F,37.0,1523.99,37934.4,11,1125,5
c_001135,F,64.0,4548.64,16391.33,15,1186,159
c_001136,F,53.0,445.01,36785.42,24,675,193
c_001137,M,78.0,2060.59,10909.76,13,939,310
c_001138,F,,396.65,40575.24,24,1093,232
c_001139,M,44.0,2927.81,26081.48,30,1112,266
c_001140,M,67.0,123.9,28248.09,9,1001,49
c_001141,M,57.0,623.41,5101.18,38,1337,253
c_001142,M,75.0,1580.75,10285.93,43,1567,194
c_001143,F,64.0,1634.17,3323.9,6,419,15
c_001144,F,64.0,2812.17,42257.47,42,1149,347
c_001145,M,49.0,1031.72,6442.57,49,1661,186
c_001146,M,27.0,4387.72,44117.44,32,1057,275
c_001147,F,70.0,1266.6,47387.36,2,1146,249
c_001148,M,48.0,4910.91,27526.62,22,31,49
c_001149,M,18.0,3117.61,43218.82,42,368,62
c_001150,F,56.0,2048.73,16354.2,29,1774,347
c_001151,U,26.0,202.92,19394.38,42,1601,292
c_001152,F,65.0,65.76,26962.12,47,1282,47
c_001153,F,48.0,4549.6,31441.63,10,874,245
c_001154,F,53.0,4514.0,33145.4,21,725,168
c_001155,F,40.0,3763.15,26411.96,33,1008,233
c_001156,M,65.0,3288.89,27610.42,48,1196,258
c_001157,F,63.0,4607.64,16534.19,38,1932,304
c_001158,F,46.0,1536.12,31157.24,28,643,263
c_001159,F,62.0,2696.24,36031.13,27,594,168
c_001160,M,52.0,1940.36,11717.18,16,1543,342
c_001161,M,52.0,2193.47,34306.31,43,1390,266
c_001162,M,54.0,1301.7,33037.48,5,792,200
c_001163,F,25.0,3980.01,45566.49,47,652,201
c_001164,M,26.0,4313.72,31161.84,38,1840,217
c_001165,U,56.0,3971.3,21177.98,2,1439,69
c_001166,F,68.0,2800.54,3896.03,15,608,229
c_001167,M,21.0,3127.27,43246.52,15,1602,81
c_001168,M,62.0,1791.12,26533.51,10,750,305
c_001169,M,51.0,495.04,21736.15,34,612,102
c_001170,F,65.0,3473.77,36517.77,21,792,96
c_001171,M,24.0,3286.0,36063.15,27,1887,121
c_001172,F,34.0,1683.28,10775.41,25,280,102
c_001173,F,19.0,588.0,18546.81,15,1333,87
c_001174,F,65.0,1955.89,19983.13,27,297,73
c_001175,F,29.0,3060.17,45210.02,21,1036,108
c_001176,U,62.0,2308.51,26089.24,34,1579,109
c_001177,M,40.0,4513.99,5018.6,31,1372,266
c_001178,F,34.0,4124.45,5216.8,39,934,66
c_001179,M,19.0,349.84,25397.48,48,1864,237
c_001180,M,,3460.32,1772.86,28,117,275
c_001181,U,28.0,803.82,14518.12,24,612,195
c_001182,M,71.0,4464.78,28865.64,26,1590,55
c_001183,M,74.0,2243.58,30035.43,7,458,172
c_001184,F,74.0,2993.65,39568.64,20,424,330
c_001185,M,36.0,4253.48,344.45,47,564,228
c_001186,F,77.0,4591.51,24288.77,42,211,220
c_001187,M,60.0,2535.63,10945.08,23,113,239
c_001188,F,21.0,117.07,29134.46,9,1953,59
c_001189,F,60.0,1163.65,18502.99,48,702,245
c_001190,M,62.0,3717.14,4011.6,11,1795,261
c_001191,M,44.0,3811.43,36141.01,24,313,186
c_001192,F,79.0,427.35,37201.85,8,844,87
c_001193,M,30.0,3612.88,11982.64,3,606,63
c_001194,M,33.0,378.43,24142.09,43,1077,258
c_001195,F,64.0,1534.21,40932.9,6,419,363
c_001196,M,73.0,3328.99,20733.0,7,1621,181
c_001197,M,57.0,3071.05,47928.29,18,666,354
c_001198,U,66.0,505.99,14452.15,31,82,344
c_001199,U,57.0,2530.73,46492.51,47,1594,102
c_001200,U,77.0,121.24,31223.85,25,436,233
c_001201,F,37.0,3162.61,45767.77,16,754,233
c_001202,F,76.0,4023.31,38620.57,7,1401,133
c_001203,F,75.0,2460.21,2442.75,4,1250,355
c_001204,F,64.0,4239.55,44176.21,14,1840,4
c_001205,F,32.0,1029.57,12576.34,12,636,82
c_001206,M,59.0,4787.22,9720.55,9,988,300
c_001207,M,26.0,2644.86,20290.09,30,469,109
c_001208,M,54.0,2239.91,1395.5,19,1039,89
c_001209,F,71.0,1197.48,16726.55,17,1287,126
c_001210,M,72.0,981.17,1474.21,15,1590,125
c_001211,F,20.0,121.77,30863.92,7,349,197
c_001212,M,76.0,3691.97,41112.95,40,1325,129
c_001213,F,54.0,3506.91,40479.53,28,572,206
c_001214,M,72.0,1692.93,30346.2,20,1419,5
c_001215,M,66.0,2628.29,12658.66,48,1148,225
c_001216,M,42.0,1652.61,36839.3,41,1277,82
c_001217,F,75.0,1263.32,32649.92,21,1494,183
c_001218,M,72.0,3188.24,4784.05,13,1511,123
c_001219,F,63.0,3543.05,30004.15,40,527,40
c_001220,F,57.0,3104.97,24355.69,16,762,95
c_001221,F,36.0,1316.3,34613.99,43,1169,354
c_001222,F,28.0,1927.39,35534.69,37,510,334
c_001223,F,22.0,533.75,12591.47,41,809,190
c_001224,F,19.0,3126.51,16978.74,9,1620,302
c_001225,F,65.0,2790.52,4366.54,13,193,93
c_001226,M,46.0,4792.0,14163.94,48,688,306
c_001227,F,19.0,577.17,24815.04,13,527,362
c_001228,F,31.0,3920.72,15838.69,42,963,313
c_001229,F,45.0,1529.42,12488.54,39,1640,215
c_001230,F,52.0,4226.45,45102.62,21,1275,242
c_001231,M,57.0,4297.68,41768.96,26,857,342
c_001232,F,79.0,1128.23,27698.85,46,885,198
c_001233,F,,4548.52,39584.92,9,31,288
c_001234,M,67.0,3559.17,41664.65,28,110,101
c_001235,M,56.0,1660.27,23162.94,41,960,22
c_001236,F,44.0,1973.41,45760.32,19,45,61
c_001237,M,25.0,2179.95,15702.6,28,1486,353
c_001238,F,42.0,3092.91,45888.19,40,361,300
c_001239,M,64.0,1532.52,36647.65,13,1129,284
c_001240,M,64.0,4356.85,7395.4,41,957,197
c_001241,F,43.0,100.4,29280.22,7,206,322
c_001242,F,56.0,3003.1,7799.75,13,414,227
c_001243,M,22.0,2256.17,46559.25,20,634,143
c_001244,F,55.0,4253.78,4006.14,19,1646,236
c_001245,F,32.0,266.29,30310.02,17,863,154
c_001246,F,,2248.07,17369.91,7,1499,182
c_001247,M,46.0,3770.96,43742.62,46,1978,287
c_001248,F,34.0,2930.62,10473.29,16,550,311
c_001249,F,44.0,3565.62,25627.98,9,558,242
c_001250,M,72.0,1466.65,13095.24,30,1156,189
c_001251,F,,3623.38,11875.33,8,1374,149
c_001252,M,78.0,4147.8,364.75,16,43,65
c_001253,M,54.0,3194.94,37802.76,32,1758,108
c_001254,M,51.0,2566.27,7912.57,17,1410,128
c_001255,F,55.0,4612.64,31357.02,30,399,68
c_001256,M,57.0,4364.48,39427.78,13,1283,318
c_001257,U,60.0,4503.11,25355.87,28,732,29
c_001258,M,50.0,2051.1,14562.27,4,1335,354
c_001259,F,50.0,784.27,48821.32,36,167,253
c_001260,F,49.0,879.29,27089.67,4,1901,353
c_001261,M,45.0,4822.9,36192.28,7,707,333
c_001262,F,25.0,857.73,44715.42,6,1794,196
c_001263,M,54.0,3207.15,7354.2,30,1188,231
c_001264,F,39.0,1878.99,44429.1,34,962,83
c_001265,F,57.0,1358.77,49911.01,15,1671,136
c_001266,M,61.0,1508.65,42988.86,27,1362,135
c_001267,F,64.0,3558.65,2315.29,47,327,254
c_001268,F,22.0,4697.89,30323.36,2,765,192
c_001269,M,49.0,1441.68,10566.0,39,1209,63
c_001270,F,61.0,3675.05,32188.99,3,985,54
c_001271,U,62.0,2336.91,28940.42,15,477,27
c_001272,M,20.0,3948.63,16840.77,38,1700,333
c_001273,F,74.0,2212.68,44155.71,32,1823,11
c_001274,M,47.0,1776.59,24963.57,16,1567,153
c_001275,F,65.0,4544.74,2835.16,31,95,274
c_001276,M,43.0,1411.25,28095.85,37,1354,316
c_001277,F,19.0,4542.36,10511.9,9,1379,42
c_001278,M,73.0,2817.51,32641.57,20,1626,164
c_001279,U,51.0,3572.1,16652.03,26,192,66
c_001280,M,66.0,4779.17,43725.06,29,432,165
c_001281,U,65.0,325.4,31083.06,33,218,4
c_001282,M,70.0,3168.79,30682.42,26,243,116
c_001283,F,38.0,1119.23,7797.5,23,815,2
c_001284,M,67.0,2776.23,16326.52,21,1018,49
c_001285,M,69.0,4935.24,1584.94,31,947,44
c_001286,F,,1771.41,43371.18,14,1814,158
c_001287,M,74.0,4147.51,29131.91,47,1201,192
c_001288,M,32.0,4456.0,36324.66,44,605,5
c_001289,M,64.0,1981.14,31073.73,25,714,306
c_001290,U,55.0,3032.16,39339.86,35,278,4
c_001291,F,23.0,1271.73,7509.1,28,410,221
c_001292,M,70.0,1504.59,26101.61,13,510,169
c_001293,U,36.0,480.81,29218.36,24,1974,2
c_001294,M,56.0,2200.63,49869.47,48,812,221
c_001295,F,42.0,2467.19,2443.86,12,342,82
c_001296,M,49.0,1132.96,21033.93,12,581,55
c_001297,F,75.0,4380.33,19972.61,28,1894,335
c_001298,F,51.0,3039.88,21340.76,10,1868,107
c_001299,M,34.0,1125.92,25512.73,39,694,89
c_001300,U,22.0,4867.59,49923.76,11,1185,25
c_001301,M,68.0,1900.88,25087.37,26,823,105
c_001302,M,32.0,4430.78,43532.48,15,1342,16
c_001303,M,68.0,3998.74,17207.47,3,1042,141
c_001304,M,41.0,488.9,1914.04,28,452,10
c_001305,F,33.0,817.3,27408.26,40,1295,192
c_001306,M,52.0,82.87,21517.03,48,1614,299
c_001307,M,78.0,4810.48,23658.36,46,1437,276
c_001308,F,68.0,1040.95,113.2,21,1723,18
c_001309,F,64.0,3638.98,28634.89,19,1375,37
c_001310,F,54.0,2367.56,45014.6,36,1999,211
c_001311,M,64.0,2574.61,21277.24,1,1743,299
c_001312,M,38.0,4582.0,42591.01,16,1831,213
c_001313,F,75.0,2890.86,35310.89,0,1774,120
c_001314,F,32.0,4256.48,7320.59,44,1490,19
c_001315,F,77.0,1964.02,40627.43,1,1793,257
c_001316,M,77.0,3078.25,22238.79,20,765,5
c_001317,F,42.0,4347.27,24273.56,2,931,352
c_001318,F,40.0,272.51,14871.28,39,1683,199
c_001319,F,42.0,4995.49,27545.5,23,147,186
c_001320,F,67.0,4348.92,42368.92,21,1647,315
c_001321,M,48.0,2856.23,16973.72,7,491,351
c_001322,M,71.0,3000.84,30900.07,47,199,232
c_001323,F,73.0,4150.85,12391.91,30,450,23
c_001324,F,40.0,940.0,27842.93,14,1191,284
c_001325,F,69.0,3185.89,27364.22,42,1847,282
c_001326,M,71.0,2015.49,17590.16,12,1343,159
c_001327,U,58.0,1571.89,4289.07,0,855,168
c_001328,F,49.0,4243.53,826.8,2,618,136
c_001329,M,23.0,2207.84,25790.15,17,115,254
c_001330,F,56.0,1945.15,13940.9,7,944,280
c_001331,M,33.0,3495.11,18967.76,43,280,103
c_001332,M,20.0,4522.4,41689.34,14,280,148
c_001333,M,65.0,2520.63,11195.3,5,790,166
c_001334,F,63.0,1418.64,23848.64,22,46,216
c_001335,F,50.0,56.21,1936.45,49,440,305
c_001336,M,44.0,3783.64,43004.17,49,1661,98
c_001337,M,28.0,1274.22,35957.37,41,896,171
c_001338,F,75.0,4021.78,16506.53,29,226,242
c_001339,F,49.0,4098.27,15658.01,26,1190,279
c_001340,F,48.0,1442.04,17632.38,15,1142,59
c_001341,M,70.0,1831.55,38298.41,34,1122,220
c_001342,F,18.0,2919.36,31794.59,40,318,198
c_001343,M,33.0,3390.59,10678.25,11,235,254
c_001344,F,77.0,298.73,6169.82,15,945,184
c_001345,M,53.0,4730.16,37977.94,40,885,264
c_001346,M,32.0,1465.23,41719.47,27,1879,50
c_001347,F,20.0,994.49,29979.1,8,1245,172
c_001348,M,67.0,837.47,15063.21,14,84,149
c_001349,F,45.0,2680.29,44163.07,30,1272,95
c_001350,M,53.0,786.06,27942.27,27,616,223
c_001351,F,30.0,1461.85,26941.4,3,585,6
c_001352,M,65.0,1863.95,28645.92,16,1476,260
c_001353,F,73.0,501.92,33545.82,44,1294,129
c_001354,F,28.0,1237.58,31714.71,42,1536,93
c_001355,F,57.0,637.3,1926.15,48,201,306
c_001356,M,68.0,3767.87,20124.59,21,1191,226
c_001357,F,39.0,832.19,42348.49,11,164,229
c_001358,M,64.0,1569.48,40990.82,17,1975,16
c_001359,M,19.0,2843.94,40456.38,18,1395,204
c_001360,F,47.0,4370.59,16954.74,39,1850,86
c_001361,M,49.0,3325.93,43178.84,7,747,168
c_001362,F,61.0,2480.85,28056.59,48,1216,356
c_001363,M,60.0,699.84,14227.64,17,1881,64
c_001364,F,34.0,2958.49,4040.84,15,456,240
c_001365,U,19.0,4468.08,4017.48,0,990,348
c_001366,F,,1410.15,31507.39,12,1854,143
c_001367,F,71.0,2204.59,48349.87,7,509,154
c_001368,F,18.0,4199.43,37028.82,35,186,286
c_001369,M,42.0,4140.47,42082.91,38,1270,194
c_001370,M,55.0,2510.79,30492.71,18,1650,180
c_001371,F,47.0,3336.93,369.31,1,874,242
c_001372,F,52.0,549.73,42758.99,28,225,279
c_001373,F,22.0,4050.91,43541.2,36,1899,252
c_001374,M,38.0,1862.24,31286.0,15,1678,162
c_001375,F,71.0,2434.36,7116.09,31,1778,86
c_001376,F,70.0,202.55,26288.04,1,1483,105
c_001377,F,45.0,2037.04,27855.6,0,135,187
c_001378,M,45.0,765.74,19640.05,3,1415,63
c_001379,M,52.0,136.77,2876.54,24,1697,308
c_001380,M,46.0,3839.86,23640.29,0,1065,341
c_001381,M,24.0,4678.79,26508.37,37,128,26
c_001382,F,26.0,4974.51,33430.32,48,427,259
c_001383,F,38.0,140.9,43181.46,0,892,361
c_001384,M,75.0,189.18,1755.51,48,961,77
c_001385,F,67.0,3143.36,21674.94,0,450,29
c_001386,M,39.0,4371.61,48783.37,7,1429,290
c_001387,U,74.0,3057.81,44574.29,45,1958,285
c_001388,F,21.0,2960.55,1121.4,22,1640,155
c_001389,F,77.0,2563.03,41235.57,7,1028,242
c_001390,F,,4671.17,10093.92,19,500,121
c_001391,F,28.0,1268.22,31751.18,4,531,299
c_001392,F,53.0,4507.56,3201.12,16,1264,128
c_001393,M,19.0,4016.8,46474.8,0,1726,65
c_001394,F,55.0,2743.59,23152.34,15,1645,89
c_001395,M,48.0,4544.33,6462.24,28,1189,54
c_001396,M,42.0,612.06,36974.53,49,454,52
c_001397,F,36.0,1343.35,45787.05,47,1091,14
c_001398,F,33.0,4973.08,10792.81,37,180,25
c_001399,U,78.0,1855.3,11704.58,26,748,260
c_001400,M,78.0,71.15,12118.15,28,114,13
c_001401,M,68.0,1654.6,22621.97,6,1012,175
c_001402,M,,381.41,22693.39,23,60,284
c_001403,M,71.0,2551.58,35453.4,15,1248,198
c_001404,U,42.0,2856.64,8839.44,43,657,60
c_001405,M,49.0,4693.6,26132.75,25,684,152
c_001406,F,72.0,3034.65,43491.68,14,1327,236
c_001407,U,78.0,4444.72,47513.67,32,570,204
c_001408,F,57.0,349.61,1742.45,1,690,278
c_001409,M,28.0,803.76,14940.4,48,277,155
c_001410,F,67.0,71.62,23030.41,25,1295,184
c_001411,F,63.0,1034.53,24158.83,8,576,12
c_001412,M,65.0,2121.26,6625.24,39,548,288
c_001413,M,27.0,807.83,48339.38,36,1905,178
c_001414,M,20.0,4662.48,42642.85,3,1228,187
c_001415,M,38.0,4783.14,44522.52,41,1091,363
c_001416,M,33.0,3572.87,48175.42,39,38,148
c_001417,F,48.0,4956.05,45235.54,13,795,132
c_001418,F,59.0,527.44,15272.13,7,56,267
c_001419,M,66.0,3800.05,32799.76,0,503,218
c_001420,M,26.0,1643.48,48900.39,8,1015,336
c_001421,F,29.0,3057.98,33487.68,1,1385,359
c_001422,M,31.0,2878.77,36238.71,3,1908,121
c_001423,F,28.0,1268.4,43547.15,37,1737,220
c_001424,F,49.0,333.3,20280.14,32,849,122
c_001425,F,42.0,4268.23,48326.94,19,1779,243
c_001426,F,24.0,2954.58,16026.89,34,1104,240
c_001427,F,34.0,436.66,43184.57,8,1959,83
c_001428,M,41.0,507.69,17950.99,12,731,148
c_001429,F,79.0,3359.81,34534.3,37,1490,275
c_001430,F,70.0,1482.7,36295.12,5,372,201
c_001431,M,34.0,4111.75,12223.01,12,323,23
c_001432,M,43.0,909.71,9438.83,13,764,342
c_001433,F,41.0,933.42,27168.65,47,1594,60
c_001434,M,20.0,135.32,4550.4,4,203,19
c_001435,F,,4239.75,26786.17,15,455,120
c_001436,F,58.0,882.47,49539.43,49,1388,245
c_001437,M,52.0,4882.01,23800.0,12,539,218
c_001438,M,73.0,1452.48,41340.8,3,714,179
c_001439,F,79.0,415.09,35467.25,5,557,145
c_001440,U,48.0,3221.37,24991.25,6,1125,223
c_001441,M,33.0,2347.08,30630.38,17,1120,240
c_001442,U,53.0,2242.87,34122.85,33,1746,332
c_001443,F,44.0,515.29,31204.1,29,1499,89
c_001444,M,51.0,1354.0,46766.27,24,833,113
c_001445,M,70.0,3115.55,48572.38,24,636,230
c_001446,M,32.0,2683.3,31635.74,43,1836,148
c_001447,F,75.0,61.61,23742.8,10,570,234
c_001448,M,52.0,3688.34,37960.4,33,1936,217
c_001449,M,44.0,2231.17,30687.26,46,640,175
c_001450,M,24.0,954.96,26005.41,31,626,164
c_001451,U,22.0,2302.82,34606.05,24,1687,343
c_001452,M,18.0,1394.02,1778.77,35,355,252
c_001453,M,31.0,2210.65,17500.41,17,569,271
c_001454,M,26.0,876.4,4038.95,45,1695,152
c_001455,M,78.0,1004.41,9800.19,13,286,115
c_001456,U,35.0,2461.95,32913.1,3,1674,270
c_001457,F,53.0,2859.01,41540.05,1,1487,172
c_001458,F,31.0,2242.88,16083.76,20,312,93
c_001459,F,32.0,3349.42,10545.08,23,762,88
c_001460,M,27.0,4435.2,26223.93,16,612,283
c_001461,F,20.0,274.96,41268.76,47,1273,240
c_001462,M,37.0,1864.1,43328.52,22,755,265
c_001463,M,31.0,526.67,28609.42,15,1293,1
c_001464,M,57.0,956.68,6025.18,32,797,358
c_001465,F,71.0,2732.12,7664.81,46,1086,185
c_001466,F,47.0,4384.77,29011.76,1,225,48
c_001467,F,22.0,465.9,45737.98,7,1230,255
c_001468,M,31.0,448.36,13967.54,36,1910,289
c_001469,M,27.0,2479.73,40314.36,21,1546,222
c_001470,M,31.0,1869.91,18057.59,36,1244,34
c_001471,F,32.0,4318.16,39014.32,32,758,157
c_001472,M,59.0,4594.15,17284.89,28,1020,85
c_001473,F,,89.24,8198.88,22,94,102
c_001474,M,74.0,298.17,14388.55,6,1566,186
c_001475,F,70.0,1602.59,43690.41,48,389,305
c_001476,M,75.0,2182.22,3569.98,41,1384,335
c_001477,F,73.0,3368.39,48166.27,1,394,34
c_001478,M,72.0,3069.12,32641.61,28,307,1
c_001479,F,62.0,217.32,17621.58,29,1471,322
c_001480,M,46.0,2017.58,37386.45,35,1416,86
c_001481,F,56.0,573.14,26608.71,20,537,321
c_001482,M,48.0,2228.6,5484.96,30,347,331
c_001483,M,45.0,4678.67,25955.76,39,1450,171
c_001484,M,21.0,3759.9,48661.96,40,189,186
c_001485,F,63.0,1776.62,9671.31,13,1067,346
c_001486,F,65.0,1270.26,26977.38,44,1281,196
c_001487,F,72.0,1103.88,18564.74,15,408,67
c_001488,U,43.0,1046.24,47464.62,46,191,260
c_001489,F,71.0,766.6,26299.33,32,615,265
c_001490,M,74.0,4840.44,30938.15,28,1727,143
c_001491,F,57.0,2015.27,35527.02,48,863,191
c_001492,F,54.0,3086.71,3122.02,35,1611,87
c_001493,M,73.0,2201.13,2716.27,23,1390,229
c_001494,F,70.0,780.7,30598.62,14,764,358
c_001495,F,54.0,440.62,27837.92,31,422,201
c_001496,M,28.0,3167.8,3568.96,7,987,170
c_001497,F,37.0,3812.15,23966.06,41,77,188
c_001498,M,40.0,862.34,17897.98,36,57,59
c_001499,M,20.0,822.52,37978.19,17,1358,50
c_001500,F,,103.39,24413.16,24,1837,72
c_001501,F,51.0,4156.06,12173.07,26,606,51
c_001502,F,24.0,4828.51,25782.17,30,1572,50
c_001503,M,78.0,2411.57,23241.89,0,196,362
c_001504,M,43.0,3533.94,11472.52,26,262,181
c_001505,F,77.0,1229.21,5140.89,14,231,24
c_001506,F,73.0,3551.57,23058.2,49,715,202
c_001507,M,60.0,3858.2,17859.08,27,1996,347
c_001508,U,23.0,4253.13,6694.5,35,878,329
c_001509,F,24.0,1246.62,40663.13,30,1620,204
c_001510,M,68.0,3979.57,33609.49,44,325,257
c_001511,F,25.0,1302.89,37272.79,41,577,73
c_001512,M,54.0,3741.16,41565.21,10,46,79
c_001513,F,64.0,1539.32,31118.07,7,687,157
c_001514,M,,3767.66,39773.89,15,1561,171
c_001515,M,72.0,2754.33,27294.66,2,123,364
c_001516,M,39.0,1352.54,3237.62,11,606,340
c_001517,M,33.0,3664.86,33744.34,32,945,50
c_001518,F,68.0,277.16,33043.62,42,969,88
c_001519,M,22.0,479.86,39113.82,26,1930,47
c_001520,F,,4061.3,2266.55,3,1411,277
c_001521,M,49.0,3949.16,36859.8,18,281,110
c_001522,M,36.0,901.33,24562.92,47,1325,157
c_001523,M,54.0,2641.13,19537.5,49,249,95
c_001524,F,69.0,3656.96,16654.87,42,175,150
c_001525,M,65.0,4122.26,38046.23,48,259,133
c_001526,F,72.0,1245.01,22320.12,49,1205,196
c_001527,M,46.0,919.14,35470.19,22,1842,128
c_001528,M,,1926.87,33033.64,13,575,43
c_001529,F,,3925.17,33380.57,35,1290,230
c_001530,F,73.0,496.97,26747.04,39,194,218
c_001531,F,44.0,899.54,32804.91,38,485,331
c_001532,M,29.0,4194.91,31999.41,42,1927,204
c_001533,F,76.0,2982.51,45250.56,27,502,192
c_001534,F,29.0,4262.49,12357.3,48,1547,116
c_001535,M,24.0,1497.28,3946.15,32,650,83
c_001536,M,71.0,1702.33,43797.11,38,1934,182
c_001537,F,70.0,4466.89,20921.95,0,409,189
c_001538,M,78.0,3500.91,48755.72,39,879,51
